"subscriptionId","resourceGroup","name","location","sizeGB","skuName","creado","antiguedadDias","environment","owner","costCenter"
"720bb4fd-9e4d-4525-95e6-3f6dfcfc6c78","osticket-webapp","fs_osTickets_at","southcentralus","512","Premium_LRS","07/05/2021 7:00:55 p.m.","1834","","",""
