"TotalRecursos","RecursosConEtiquetas","RecursosSinEtiquetas","TotalEtiquetasAplicadas","PromedioEtiquetasPorRecurso","MaxEtiquetasEnUnRecurso","CoberturaEtiquetadoPct"
"140","43","97","104","1.27","4","30.71"
