"subscriptionId","resourceGroup","name","location","privateIp","subnetId","environment","owner","costCenter"
"720bb4fd-9e4d-4525-95e6-3f6dfcfc6c78","migracion-mysql-test","NIC-yz756syqqj9gdkuy2q9dw7rk","southcentralus","10.0.0.4","/subscriptions/720bb4fd-9e4d-4525-95e6-3f6dfcfc6c78/resourceGroups/Migracion-MySQL-test/providers/Microsoft.Network/virtualNetworks/migracion-Mysql-test/subnets/default","","",""
